Movie Name,Movie Description,Movie Age Rate,Movie Duration,Movie Genres,Movie Directors,Movie Stars,Movie Rate
How to Train Your Dragon 2,"
When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",PG,102 min,"Animation, Action, Adventure",Dean DeBlois,"Jay Baruchel, 
Cate Blanchett, 
Gerard Butler, 
Craig Ferguson",7.8
Sabrina,"
A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",Passed,113 min,"Comedy, Drama, Romance",Billy Wilder,"Humphrey Bogart, 
Audrey Hepburn, 
William Holden, 
Walter Hampden",7.6
Bound by Honor,"
Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",R,180 min,"Crime, Drama",Taylor Hackford,"Damian Chapa, 
Jesse Borrego, 
Benjamin Bratt, 
Enrique Castillo",7.9
A Separation,"
A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.",PG-13,123 min,Drama,Asghar Farhadi,"Payman Maadi, 
Leila Hatami, 
Sareh Bayat, 
Shahab Hosseini",8.3
Charade,"
Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?",Passed,113 min,"Comedy, Mystery, Romance",Stanley Donen,"Cary Grant, 
Audrey Hepburn, 
Walter Matthau, 
James Coburn",7.9
Ray,"
The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",PG-13,152 min,"Biography, Drama, Music",Taylor Hackford,"Jamie Foxx, 
Regina King, 
Kerry Washington, 
Clifton Powell",7.7
The Grapes of Wrath,"
An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",Passed,129 min,Drama,John Ford,"Henry Fonda, 
Jane Darwell, 
John Carradine, 
Charley Grapewin",8.1
Badlands,"
An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands.",PG,94 min,"Action, Crime, Drama",Terrence Malick,"Martin Sheen, 
Sissy Spacek, 
Warren Oates, 
Ramon Bieri",7.7
Ed Wood,"
Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.",R,127 min,"Biography, Comedy, Drama",Tim Burton,"Johnny Depp, 
Martin Landau, 
Sarah Jessica Parker, 
Patricia Arquette",7.8
The Night of the Hunter,"
A self-proclaimed preacher marries a gullible widow whose young children are reluctant to tell him where their real dad hid the $10,000 he'd stolen in a robbery.",Not Rated,92 min,"Crime, Drama, Film-Noir",Charles Laughton,"Robert Mitchum, 
Shelley Winters, 
Lillian Gish, 
James Gleason",8.0
The Great Beauty,"
Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",Not Rated,141 min,Drama,Paolo Sorrentino,"Toni Servillo, 
Carlo Verdone, 
Sabrina Ferilli, 
Carlo Buccirosso",7.7
On the Waterfront,"
An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",Approved,108 min,"Crime, Drama, Thriller",Elia Kazan,"Marlon Brando, 
Karl Malden, 
Lee J. Cobb, 
Rod Steiger",8.1
Stagecoach,"
A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.",Passed,96 min,"Adventure, Drama, Western",John Ford,"John Wayne, 
Claire Trevor, 
Andy Devine, 
John Carradine",7.8
What Ever Happened to Baby Jane?,"
A former child star torments her paraplegic sister in their decaying Hollywood mansion.",Passed,134 min,"Drama, Horror, Thriller",Robert Aldrich,"Bette Davis, 
Joan Crawford, 
Victor Buono, 
Wesley Addy",8.0
Kramer vs. Kramer,"
After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",PG,105 min,Drama,Robert Benton,"Dustin Hoffman, 
Meryl Streep, 
Jane Alexander, 
Justin Henry",7.8
Doctor Zhivago,"
The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",PG-13,197 min,"Drama, Romance, War",David Lean,"Omar Sharif, 
Julie Christie, 
Geraldine Chaplin, 
Rod Steiger",7.9
21 Grams,"
A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",R,124 min,"Crime, Drama, Thriller",Alejandro G. Iñárritu,"Sean Penn, 
Benicio Del Toro, 
Naomi Watts, 
Danny Huston",7.6
A Streetcar Named Desire,"
Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.",PG,122 min,Drama,Elia Kazan,"Vivien Leigh, 
Marlon Brando, 
Kim Hunter, 
Karl Malden",7.9
Solaris,"
A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.",PG,167 min,"Drama, Mystery, Sci-Fi",Andrei Tarkovsky,"Natalya Bondarchuk, 
Donatas Banionis, 
Jüri Järvet, 
Vladislav Dvorzhetskiy",8.0
The Outlaw Josey Wales,"
Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.",PG,135 min,Western,Clint Eastwood,"Clint Eastwood, 
Sondra Locke, 
Chief Dan George, 
Bill McKinney",7.8
Castle in the Sky,"
A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.",PG,125 min,"Animation, Adventure, Family",Hayao Miyazaki,"Mayumi Tanaka, 
Keiko Yokozawa, 
Kotoe Hatsui, 
Minori Terada",8.0
Ikiru,"
A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.",Not Rated,143 min,Drama,Akira Kurosawa,"Takashi Shimura, 
Nobuo Kaneko, 
Shin'ichi Himori, 
Haruo Tanaka",8.3
Billy Elliot,"
A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.",R,110 min,"Drama, Music",Stephen Daldry,"Jamie Bell, 
Julie Walters, 
Jean Heywood, 
Jamie Draven",7.7
Me and Earl and the Dying Girl,"
High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",PG-13,105 min,"Comedy, Drama, Romance",Alfonso Gomez-Rejon,"Thomas Mann, 
RJ Cyler, 
Olivia Cooke, 
Nick Offerman",7.7
Fiddler on the Roof,"
In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",G,181 min,"Drama, Family, Musical",Norman Jewison,"Topol, 
Norma Crane, 
Leonard Frey, 
Molly Picon",8.0
I Am Sam,"
A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.",PG-13,132 min,Drama,Jessie Nelson,"Sean Penn, 
Michelle Pfeiffer, 
Dakota Fanning, 
Dianne Wiest",7.6
Fitzcarraldo,"
The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",PG,158 min,"Adventure, Drama",Werner Herzog,"Klaus Kinski, 
Claudia Cardinale, 
José Lewgoy, 
Miguel Ángel Fuentes",8.0
Manhattan,"
The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.",R,96 min,"Comedy, Drama, Romance",Woody Allen,"Woody Allen, 
Diane Keaton, 
Mariel Hemingway, 
Michael Murphy",7.8
Rebecca,"
A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.",Approved,130 min,"Drama, Film-Noir, Mystery",Alfred Hitchcock,"Laurence Olivier, 
Joan Fontaine, 
George Sanders, 
Judith Anderson",8.1
All the President's Men,"
""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",PG,138 min,"Drama, History, Thriller",Alan J. Pakula,"Dustin Hoffman, 
Robert Redford, 
Jack Warden, 
Martin Balsam",7.9
Nausicaä of the Valley of the Wind,"
Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.",PG,117 min,"Animation, Adventure, Sci-Fi",Hayao Miyazaki,"Sumi Shimamoto, 
Mahito Tsujimura, 
Hisako Kyôda, 
Gorô Naya",8.0
A Christmas Story,"
In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.",PG,93 min,"Comedy, Family",Bob Clark,"Peter Billingsley, 
Melinda Dillon, 
Darren McGavin, 
Scott Schwartz",7.9
My Left Foot,"
Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",R,103 min,"Biography, Drama",Jim Sheridan,"Daniel Day-Lewis, 
Brenda Fricker, 
Alison Whelan, 
Kirsten Sheridan",7.8
Double Indemnity,"
A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.",Passed,107 min,"Crime, Drama, Film-Noir",Billy Wilder,"Fred MacMurray, 
Barbara Stanwyck, 
Edward G. Robinson, 
Byron Barr",8.3
The Bridges of Madison County,"
Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.",PG-13,135 min,"Drama, Romance",Clint Eastwood,"Clint Eastwood, 
Meryl Streep, 
Annie Corley, 
Victor Slezak",7.6
Sing Street,"
A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.",PG-13,106 min,"Comedy, Drama, Music",John Carney,"Ferdia Walsh-Peelo, 
Aidan Gillen, 
Maria Doyle Kennedy, 
Jack Reynor",7.9
Demon Slayer the Movie: Mugen Train,"
After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",R,117 min,"Animation, Action, Adventure",Haruo Sotozaki,"Natsuki Hanae, 
Akari Kitô, 
Yoshitsugu Matsuoka, 
Hiro Shimono",8.2
The Vanishing,"
Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",Not Rated,107 min,"Mystery, Thriller",George Sluizer,"Bernard-Pierre Donnadieu, 
Gene Bervoets, 
Johanna ter Steege, 
Gwen Eckhaus",7.7
Cinderella Man,"
The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",PG-13,144 min,"Biography, Drama, Romance",Ron Howard,"Russell Crowe, 
Renée Zellweger, 
Craig Bierko, 
Paul Giamatti",8.0
The Maltese Falcon,"
San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",Passed,100 min,"Crime, Film-Noir, Mystery",John Huston,"Humphrey Bogart, 
Mary Astor, 
Gladys George, 
Peter Lorre",8.0
The Right Stuff,"
The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",PG,193 min,"Adventure, Biography, Drama",Philip Kaufman,"Sam Shepard, 
Scott Glenn, 
Ed Harris, 
Dennis Quaid",7.8
My Fair Lady,"
In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society.",G,170 min,"Drama, Family, Musical",George Cukor,"Audrey Hepburn, 
Rex Harrison, 
Stanley Holloway, 
Wilfrid Hyde-White",7.8
Hotel Rwanda,"
Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",PG-13,121 min,"Biography, Drama, History",Terry George,"Don Cheadle, 
Sophie Okonedo, 
Joaquin Phoenix, 
Xolani Mali",8.1
The Killing,"
Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.",Approved,84 min,"Crime, Drama, Film-Noir",Stanley Kubrick,"Sterling Hayden, 
Coleen Gray, 
Vince Edwards, 
Jay C. Flippen",7.9
Notorious,"
The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?",Not Rated,102 min,"Drama, Film-Noir, Romance",Alfred Hitchcock,"Cary Grant, 
Ingrid Bergman, 
Claude Rains, 
Louis Calhern",7.9
Ordinary People,"
The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",R,124 min,Drama,Robert Redford,"Donald Sutherland, 
Mary Tyler Moore, 
Judd Hirsch, 
Timothy Hutton",7.7
It Happened One Night,"
A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.",Passed,105 min,"Comedy, Romance",Frank Capra,"Clark Gable, 
Claudette Colbert, 
Walter Connolly, 
Roscoe Karns",8.1
The Raid 2,"
Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",R,150 min,"Action, Crime, Thriller",Gareth Evans,"Iko Uwais, 
Yayan Ruhian, 
Arifin Putra, 
Oka Antara",7.9
Mommy,"
A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",R,139 min,Drama,Xavier Dolan,"Anne Dorval, 
Antoine Olivier Pilon, 
Suzanne Clément, 
Patrick Huard",8.0
Miller's Crossing,"
Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",R,115 min,"Crime, Drama, Thriller","Joel Coen, 
Ethan Coen","Gabriel Byrne, 
Albert Finney, 
John Turturro, 
Marcia Gay Harden",7.7
Cabaret,"
A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.",PG,124 min,"Drama, Music, Musical",Bob Fosse,"Liza Minnelli, 
Michael York, 
Helmut Griem, 
Joel Grey",7.8
Wings of Desire,"
An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",PG-13,128 min,"Drama, Fantasy, Romance",Wim Wenders,"Bruno Ganz, 
Solveig Dommartin, 
Otto Sander, 
Curt Bois",7.9
